[13:04:05] [LOGGING]	 STARTING LOGGING
[13:21:10] [ENGINE - File]	 AudioLevel: 0
[13:21:10] [ENGINE - File]	 MaxAlternates: 1
[13:21:10] [ENGINE - File]	 BabbleTimeout: 00:00:00
[13:21:10] [ENGINE - File]	 InitialSilenceTimeout: 00:00:00
[13:21:10] [ENGINE - File]	 EndSilenceTimeout: 00:00:00.1500000
[13:21:10] [ENGINE - File]	 EndSilenceTimeoutAmbiguous: 00:00:00.5000000
[13:21:10] [GRAMMAR]	 Default: Load Grammar to Engine
[13:21:10] [GRAMMAR]	 Default: Load: time.xml Enabled: True
[13:21:10] [GRAMMAR]	 Default: Load Grammar to Engine
[13:21:10] [GRAMMAR]	 Default: Load: jarvis.xml Enabled: True
[13:21:10] [ENGINE - Default]	 Init recognizer
[13:21:10] [ENGINE - Default]	 AudioLevel: 0
[13:21:10] [ENGINE - Default]	 MaxAlternates: 1
[13:21:10] [ENGINE - Default]	 BabbleTimeout: 00:00:00
[13:21:10] [ENGINE - Default]	 InitialSilenceTimeout: 00:00:00
[13:21:10] [ENGINE - Default]	 EndSilenceTimeout: 00:00:00.1500000
[13:21:10] [ENGINE - Default]	 EndSilenceTimeoutAmbiguous: 00:00:00.5000000
[13:21:10] [ENGINE - Default]	 Start listening
[13:21:11] [ENGINE]	 [Default] AudioFormatPcm channel: 1 AB/S: 32000 B/S: 16
[13:21:11] [ENGINE]	 [Default] level: 0 state: Stopped
[13:21:11] [TTS]	 Add Speaker Device: 0 Product: Haut-parleurs (Périphérique Hig Channels: 2 Playback: True
[13:21:11] [TTS]	 [0]Name: Microsoft Hortense Desktop Culture: fr-FR
[13:21:11] [TTS]	 [0]Name: Microsoft Zira Desktop Culture: en-US
[13:21:11] [TTS]	 [0]Name: ScanSoft Sebastien_Full_22kHz Culture: fr-FR
[13:21:11] [ENGINE]	 Restart timeout: 3600000
[13:21:15] [HTTP]	 Request received: http://127.0.0.1:8888/?tts=initialisation%20termin%C3%A9.%20Bonjours%20monsieur%2C%20que%20puije%20faire%20pour%20vous%3F
[13:21:15] [TTS]	 Try speaking ... initialisation terminé. Bonjours monsieur, que puije faire pour vous?
[13:21:15] [TTS]	 [0] Say: initialisation terminé. Bonjours monsieur, que puije faire pour vous?
[13:21:16] [PLAYER]	 [0]Start Player
[13:21:17] [ENGINE - Default]	 recognizer_SpeechHypothesized SARAH => 0,001
[13:21:17] [ENGINE - Default]	 recognizer_SpeechHypothesized SARAH fais => 0,1362171
[13:21:17] [ENGINE - Default]	 recognizer_SpeechHypothesized SARAH fais voir => 0,1056174
[13:21:17] [ENGINE - Default]	 recognizer_SpeechHypothesized SARAH fais voir les => 0,1062655
[13:21:18] [ENGINE - Default]	 recognizer_SpeechHypothesized SARAH fais voir les torraint => 0,1197167
[13:21:18] [ENGINE - Default]	 recognizer_SpeechHypothesized SARAH fais voir les => 0,1024566
[13:21:19] [ENGINE - Default]	 recognizer_SpeechHypothesized SARAH => 0,001
[13:21:19] [ENGINE - Default]	 recognizer_SpeechHypothesized SARAH ferme => 0,2635911
[13:21:20] [ENGINE - Default]	 recognizer_SpeechHypothesized SARAH ferme les => 0,3936432
[13:21:21] [ENGINE - Default]	 recognizer_SpeechHypothesized SARAH ferme les mail => 0,2798813
[13:21:21] [ENGINE - Default]	 recognizer_SpeechHypothesized SARAH il est quelle => 0,1370667
[13:21:22] [PLAYER]	 [0]End Player
[13:21:22] [PLAYER]	 [0]speaking false
[13:21:22] [TTS]	 End speaking
[13:21:22] [ENGINE - Default]	 recognizer_SpeechHypothesized SARAH => 0,001
[13:21:23] [ENGINE - Default]	 recognizer_SpeechHypothesized SARAH quelle heure => 0,159502
[13:21:23] [ENGINE - Default]	 recognizer_SpeechHypothesized SARAH quelle heure est => 0,2605842
[13:21:23] [ENGINE - Default]	 recognizer_SpeechHypothesized SARAH quelle heure est il => 0,3549885
[13:21:26] [ENGINE - Default]	 recognizer_SpeechHypothesized SARAH => 0,001
[13:21:26] [ENGINE - Default]	 recognizer_SpeechHypothesized SARAH va => 0,001
[13:21:26] [ENGINE - Default]	 recognizer_SpeechHypothesized SARAH quelle heure est => 0,4395745
[13:21:27] [ENGINE - Default]	 recognizer_SpeechHypothesized SARAH quelle heure est il => 0,5466604
[13:21:28] [ENGINE - Default]	 recognizer_SpeechHypothesized SARAH => 0,881809
[13:21:29] [ENGINE - Default]	 recognizer_SpeechHypothesized SARAH il => 0,7985311
[13:21:29] [ENGINE - Default]	 recognizer_SpeechHypothesized SARAH quelle heure est => 0,7627336
[13:21:29] [ENGINE - Default]	 recognizer_SpeechHypothesized SARAH quelle heure est il => 0,7650779
[13:21:30] [ENGINE - Default]	 RECOGNIZED Speech: 0,7685991 (0,65) / 0,9676739 (SARAH) Device:  Text: SARAH quelle heure est il
[13:21:30] [ENGINE - Default]	 RECOGNIZED Speech: 0,7685991 (0,65) / 0,9676739 (SARAH) Device:  Text: SARAH quelle heure est il
[13:21:30] [CONTEXT]	 Reset timeout
[13:21:30] [HTTP]	 Build HttpRequest: http://127.0.0.1:8080/sarah/time?confidence=0.7685991&client=SARAH1&profile=Unknow_292&directory=D%3a%5cDev%5cDev-O.V.E.R%5cO.V.E.R%5cmacros
[13:21:30] [HTTP]	 Send HttpRequest: http://127.0.0.1:8080/sarah/time?confidence=0.7685991&client=SARAH1&profile=Unknow_292&directory=D:%5cDev%5cDev-O.V.E.R%5cO.V.E.R%5cmacros
[13:21:30] [TTS]	 Try speaking ... il est 13 heure 21 
[13:21:30] [TTS]	 [0] Say: il est 13 heure 21 
[13:21:30] [PLAYER]	 [0]Start Player
[13:21:32] [PLAYER]	 [0]End Player
[13:21:32] [PLAYER]	 [0]speaking false
[13:21:32] [TTS]	 End speaking
[13:21:32] [ENGINE - Default]	 SpeechRecognized: 2840,7285ms Text: SARAH quelle heure est il
[13:21:32] [ENGINE - Default]	 recognizer_SpeechHypothesized SARAH => 0,001
[13:21:32] [ENGINE - Default]	 recognizer_SpeechHypothesized SARAH il est => 0,3113262
[13:21:32] [ENGINE - Default]	 recognizer_SpeechHypothesized SARAH met a => 0,4173873
[13:21:33] [ENGINE - Default]	 recognizer_SpeechHypothesized SARAH il est => 0,1702007
[13:21:33] [ENGINE - Default]	 recognizer_SpeechHypothesized SARAH il est quelle => 0,3497378
[13:21:33] [ENGINE - Default]	 recognizer_SpeechHypothesized SARAH quelle heure est il => 0,2402498
[13:21:34] [ENGINE - Default]	 recognizer_SpeechHypothesized SARAH il est quelle heure => 0,2622614
[13:22:49] [LOGGING]	 STARTING LOGGING
[13:22:49] [INIT]	 ==========================================
[13:22:49] [INIT]	 S.A.R.A.H. => MICRO
[13:22:49] [INIT]	 ==========================================
[13:22:49] [INIT]	 Server: http://127.0.0.1:8080
[13:22:50] [INIT]	 Confidence: 0,65
[13:22:50] [INIT]	 ==========================================
[13:22:50] [INIT]	 Starting Server: http://192.168.1.151:8888/
[13:22:50] [INIT]	 Starting Server: http://127.0.0.1:8888/
[13:22:50] [WATCHER]	 Stop watching
[13:22:50] [GRAMMAR]	 Load file: time.xml : D:\Dev\Dev-O.V.E.R\O.V.E.R\macros\time.xml
[13:22:50] [GRAMMAR]	 Add to context list: time.xml
[13:22:50] [WATCHER]	 Watching directory: macros
[13:22:50] [GRAMMAR]	 Load file: jarvis.xml : D:\Dev\Dev-O.V.E.R\O.V.E.R\plugins\jarvis\jarvis.xml
[13:22:50] [GRAMMAR]	 Add to context list: jarvis.xml
[13:22:50] [WATCHER]	 Watching directory: plugins
[13:22:50] [WATCHER]	 Start watching
[13:22:50] [GRAMMAR]	 Context: default
[13:22:50] [GRAMMAR]	 Context: time.xml, jarvis.xml
[13:22:50] [GRAMMAR]	 File: Load Grammar to Engine
[13:22:50] [GRAMMAR]	 File: Load: time.xml Enabled: True
[13:22:51] [GRAMMAR]	 File: Load Grammar to Engine
[13:22:51] [GRAMMAR]	 File: Load: jarvis.xml Enabled: True
[13:22:51] [ENGINE - File]	 Init recognizer
[13:22:51] [ENGINE - File]	 AudioLevel: 0
[13:22:51] [ENGINE - File]	 MaxAlternates: 1
[13:22:51] [ENGINE - File]	 BabbleTimeout: 00:00:00
[13:22:51] [ENGINE - File]	 InitialSilenceTimeout: 00:00:00
[13:22:51] [ENGINE - File]	 EndSilenceTimeout: 00:00:00.1500000
[13:22:51] [ENGINE - File]	 EndSilenceTimeoutAmbiguous: 00:00:00.5000000
[13:22:51] [GRAMMAR]	 Default: Load Grammar to Engine
[13:22:51] [GRAMMAR]	 Default: Load: time.xml Enabled: True
[13:22:51] [GRAMMAR]	 Default: Load Grammar to Engine
[13:22:51] [GRAMMAR]	 Default: Load: jarvis.xml Enabled: True
[13:22:51] [ENGINE - Default]	 Init recognizer
[13:22:51] [ENGINE - Default]	 AudioLevel: 0
[13:22:51] [ENGINE - Default]	 MaxAlternates: 1
[13:22:51] [ENGINE - Default]	 BabbleTimeout: 00:00:00
[13:22:51] [ENGINE - Default]	 InitialSilenceTimeout: 00:00:00
[13:22:51] [ENGINE - Default]	 EndSilenceTimeout: 00:00:00.1500000
[13:22:51] [ENGINE - Default]	 EndSilenceTimeoutAmbiguous: 00:00:00.5000000
[13:22:51] [ENGINE - Default]	 Start listening
[13:22:51] [ENGINE]	 [Default] AudioFormatPcm channel: 1 AB/S: 32000 B/S: 16
[13:22:51] [ENGINE]	 [Default] level: 0 state: Stopped
[13:22:51] [TTS]	 Add Speaker Device: 0 Product: Haut-parleurs (Périphérique Hig Channels: 2 Playback: True
[13:22:52] [TTS]	 [0]Name: Microsoft Hortense Desktop Culture: fr-FR
[13:22:52] [TTS]	 [0]Name: Microsoft Zira Desktop Culture: en-US
[13:22:52] [TTS]	 [0]Name: ScanSoft Sebastien_Full_22kHz Culture: fr-FR
[13:22:52] [ENGINE]	 Restart timeout: 3600000
[13:22:52] [ENGINE - Default]	 recognizer_SpeechHypothesized SARAH il => 0,5262286
[13:22:53] [ENGINE - Default]	 recognizer_SpeechHypothesized SARAH il est => 0,5597887
[13:22:54] [ENGINE - Default]	 recognizer_SpeechHypothesized SARAH met a => 0,6601995
[13:22:54] [ENGINE - Default]	 recognizer_SpeechHypothesized SARAH il est quelle heure => 0,6024356
[13:22:55] [ENGINE - Default]	 recognizer_SpeechHypothesized SARAH fais voir les => 0,5920107
[13:22:55] [ENGINE - Default]	 recognizer_SpeechHypothesized SARAH fais voir les torraint => 0,5959692
[13:22:56] [ENGINE - Default]	 recognizer_SpeechHypothesized SARAH fait voir les pluguine => 0,4926149
[13:22:57] [ENGINE - Default]	 recognizer_SpeechHypothesized SARAH => 0,001
[13:22:58] [ENGINE - Default]	 recognizer_SpeechHypothesized SARAH ouvre les => 0,4598657
[13:22:58] [ENGINE - Default]	 recognizer_SpeechHypothesized SARAH va => 0,7852288
[13:22:59] [HTTP]	 Request received: http://127.0.0.1:8888/?tts=initialisation%20termin%C3%A9.%20Bonjours%20monsieur%2C%20que%20puije%20faire%20pour%20vous%3F
[13:22:59] [ENGINE - Default]	 recognizer_SpeechHypothesized SARAH met a jour => 0,7053361
[13:22:59] [TTS]	 Try speaking ... initialisation terminé. Bonjours monsieur, que puije faire pour vous?
[13:22:59] [TTS]	 [0] Say: initialisation terminé. Bonjours monsieur, que puije faire pour vous?
[13:23:00] [PLAYER]	 [0]Start Player
[13:23:00] [ENGINE - Default]	 REJECTED Speech while speaking : 0,7270239 Text: SARAH met a jour
[13:23:00] [ENGINE - Default]	 REJECTED Speech while speaking : 0,7270239 Text: SARAH met a jour
[13:23:00] [ENGINE - Default]	 SpeechRecognized: 79,0034ms Text: SARAH met a jour
[13:23:00] [ENGINE - Default]	 recognizer_SpeechHypothesized SARAH => 0,001
[13:23:01] [ENGINE - Default]	 recognizer_SpeechHypothesized SARAH ouvre => 0,1197693
[13:23:01] [ENGINE - Default]	 recognizer_SpeechHypothesized SARAH ouvre les => 0,09825985
[13:23:01] [ENGINE - Default]	 recognizer_SpeechHypothesized SARAH raffraichis => 0,001
[13:23:02] [ENGINE - Default]	 recognizer_SpeechHypothesized SARAH restore => 0,07794102
[13:23:02] [ENGINE - Default]	 recognizer_SpeechHypothesized SARAH quelle heure est il => 0,07199468
[13:23:02] [ENGINE - Default]	 recognizer_SpeechHypothesized SARAH allume l'écrans => 0,1760906
[13:23:03] [ENGINE - Default]	 recognizer_SpeechHypothesized SARAH ouvre le => 0,1542391
[13:23:04] [ENGINE - Default]	 recognizer_SpeechHypothesized SARAH ouvre les mail => 0,1442134
[13:23:04] [ENGINE - Default]	 recognizer_SpeechHypothesized SARAH ferme ton interface => 0,08477092
[13:23:04] [ENGINE - Default]	 recognizer_SpeechHypothesized SARAH quelle heure est il => 0,06973652
[13:23:05] [ENGINE - Default]	 recognizer_SpeechHypothesized SARAH => 0,001
[13:23:05] [ENGINE - Default]	 recognizer_SpeechHypothesized SARAH quelle => 0,001
[13:23:06] [PLAYER]	 [0]End Player
[13:23:06] [PLAYER]	 [0]speaking false
[13:23:06] [TTS]	 End speaking
[13:23:08] [ENGINE - Default]	 recognizer_SpeechHypothesized SARAH il est => 0,1438643
[13:23:08] [ENGINE - Default]	 recognizer_SpeechHypothesized SARAH réveilles => 0,5803939
[13:23:08] [ENGINE - Default]	 recognizer_SpeechHypothesized SARAH réveilles toi => 0,46736
[13:23:09] [ENGINE - Default]	 recognizer_SpeechHypothesized SARAH il est => 0,5022929
[13:23:09] [ENGINE - Default]	 recognizer_SpeechHypothesized SARAH il est quelle heure => 0,5413108
[13:23:48] [LOGGING]	 STARTING LOGGING
[13:23:48] [INIT]	 ==========================================
[13:23:48] [INIT]	 S.A.R.A.H. => MICRO
[13:23:48] [INIT]	 ==========================================
[13:23:48] [INIT]	 Server: http://127.0.0.1:8080
[13:23:48] [INIT]	 Confidence: 0,65
[13:23:48] [INIT]	 ==========================================
[13:23:49] [INIT]	 Starting Server: http://192.168.1.151:8888/
[13:23:49] [INIT]	 Starting Server: http://127.0.0.1:8888/
[13:23:49] [WATCHER]	 Stop watching
[13:23:49] [GRAMMAR]	 Load file: time.xml : D:\Dev\Dev-O.V.E.R\O.V.E.R\macros\time.xml
[13:23:49] [GRAMMAR]	 Add to context list: time.xml
[13:23:49] [WATCHER]	 Watching directory: macros
[13:23:49] [GRAMMAR]	 Load file: jarvis.xml : D:\Dev\Dev-O.V.E.R\O.V.E.R\plugins\jarvis\jarvis.xml
[13:23:49] [GRAMMAR]	 Add to context list: jarvis.xml
[13:23:49] [WATCHER]	 Watching directory: plugins
[13:23:49] [WATCHER]	 Start watching
[13:23:49] [GRAMMAR]	 Context: default
[13:23:49] [GRAMMAR]	 Context: time.xml, jarvis.xml
[13:23:49] [GRAMMAR]	 File: Load Grammar to Engine
[13:23:49] [GRAMMAR]	 File: Load: time.xml Enabled: True
[13:23:49] [GRAMMAR]	 File: Load Grammar to Engine
[13:23:49] [GRAMMAR]	 File: Load: jarvis.xml Enabled: True
[13:23:49] [ENGINE - File]	 Init recognizer
[13:23:49] [ENGINE - File]	 AudioLevel: 0
[13:23:49] [ENGINE - File]	 MaxAlternates: 1
[13:23:49] [ENGINE - File]	 BabbleTimeout: 00:00:00
[13:23:49] [ENGINE - File]	 InitialSilenceTimeout: 00:00:00
[13:23:49] [ENGINE - File]	 EndSilenceTimeout: 00:00:00.1500000
[13:23:49] [ENGINE - File]	 EndSilenceTimeoutAmbiguous: 00:00:00.5000000
[13:23:50] [GRAMMAR]	 Default: Load Grammar to Engine
[13:23:50] [GRAMMAR]	 Default: Load: time.xml Enabled: True
[13:23:50] [GRAMMAR]	 Default: Load Grammar to Engine
[13:23:50] [GRAMMAR]	 Default: Load: jarvis.xml Enabled: True
[13:23:50] [ENGINE - Default]	 Init recognizer
[13:23:50] [ENGINE - Default]	 AudioLevel: 0
[13:23:50] [ENGINE - Default]	 MaxAlternates: 1
[13:23:50] [ENGINE - Default]	 BabbleTimeout: 00:00:00
[13:23:50] [ENGINE - Default]	 InitialSilenceTimeout: 00:00:00
[13:23:50] [ENGINE - Default]	 EndSilenceTimeout: 00:00:00.1500000
[13:23:50] [ENGINE - Default]	 EndSilenceTimeoutAmbiguous: 00:00:00.5000000
[13:23:50] [ENGINE - Default]	 Start listening
[13:23:50] [ENGINE]	 [Default] AudioFormatPcm channel: 1 AB/S: 32000 B/S: 16
[13:23:50] [ENGINE]	 [Default] level: 0 state: Silence
[13:23:50] [TTS]	 Add Speaker Device: 0 Product: Haut-parleurs (Périphérique Hig Channels: 2 Playback: True
[13:23:50] [TTS]	 [0]Name: Microsoft Hortense Desktop Culture: fr-FR
[13:23:50] [TTS]	 [0]Name: Microsoft Zira Desktop Culture: en-US
[13:23:50] [TTS]	 [0]Name: ScanSoft Sebastien_Full_22kHz Culture: fr-FR
[13:23:50] [ENGINE]	 Restart timeout: 3600000
[13:23:51] [ENGINE - Default]	 recognizer_SpeechHypothesized SARAH il => 0,1384473
[13:23:54] [ENGINE - Default]	 recognizer_SpeechHypothesized SARAH il est => 0,06307311
[13:23:55] [HTTP]	 Request received: http://127.0.0.1:8888/?tts=initialisation%20termin%C3%A9.%20Bonjours%20monsieur%2C%20que%20puije%20faire%20pour%20vous%3F
[13:23:55] [TTS]	 Try speaking ... initialisation terminé. Bonjours monsieur, que puije faire pour vous?
[13:23:55] [TTS]	 [0] Say: initialisation terminé. Bonjours monsieur, que puije faire pour vous?
[13:23:55] [PLAYER]	 [0]Start Player
[13:23:56] [ENGINE - Default]	 recognizer_SpeechHypothesized SARAH => 0,001
[13:23:56] [ENGINE - Default]	 recognizer_SpeechHypothesized SARAH fais => 0,2513044
[13:23:56] [ENGINE - Default]	 recognizer_SpeechHypothesized SARAH fais voir les => 0,250762
[13:23:57] [ENGINE - Default]	 recognizer_SpeechHypothesized SARAH fait voir => 0,07792711
[13:23:57] [ENGINE - Default]	 recognizer_SpeechHypothesized SARAH fait voir le => 0,0885497
[13:23:57] [ENGINE - Default]	 recognizer_SpeechHypothesized SARAH fais voir les => 0,05010593
[13:23:58] [ENGINE - Default]	 recognizer_SpeechHypothesized SARAH fais voir toute les fenetres => 0,0988062
[13:24:00] [ENGINE - Default]	 recognizer_SpeechHypothesized SARAH => 0,001
[13:24:01] [PLAYER]	 [0]End Player
[13:24:01] [PLAYER]	 [0]speaking false
[13:24:01] [TTS]	 End speaking
[13:24:07] [ENGINE - Default]	 recognizer_SpeechHypothesized SARAH => 0,6517189
[13:24:07] [ENGINE - Default]	 recognizer_SpeechHypothesized SARAH fais => 0,7270566
[13:24:08] [ENGINE - Default]	 recognizer_SpeechHypothesized SARAH quelle heure est => 0,8712718
[13:24:08] [ENGINE - Default]	 recognizer_SpeechHypothesized SARAH quelle heure est il => 0,8034827
[13:24:08] [ENGINE - Default]	 RECOGNIZED Speech: 0,8252269 (0,65) / 0,8709038 (SARAH) Device:  Text: SARAH quelle heure est il
[13:24:08] [ENGINE - Default]	 RECOGNIZED Speech: 0,8252269 (0,65) / 0,8709038 (SARAH) Device:  Text: SARAH quelle heure est il
[13:24:08] [CONTEXT]	 Reset timeout
[13:24:09] [HTTP]	 Build HttpRequest: http://127.0.0.1:8080/sarah/time?confidence=0.8252269&client=SARAH1&profile=Unknow_8993&directory=D%3a%5cDev%5cDev-O.V.E.R%5cO.V.E.R%5cmacros
[13:24:09] [HTTP]	 Send HttpRequest: http://127.0.0.1:8080/sarah/time?confidence=0.8252269&client=SARAH1&profile=Unknow_8993&directory=D:%5cDev%5cDev-O.V.E.R%5cO.V.E.R%5cmacros
[13:24:09] [TTS]	 Try speaking ... il est 13 heure 24 
[13:24:09] [TTS]	 [0] Say: il est 13 heure 24 
[13:24:09] [PLAYER]	 [0]Start Player
[13:24:11] [PLAYER]	 [0]End Player
[13:24:11] [PLAYER]	 [0]speaking false
[13:24:11] [TTS]	 End speaking
[13:24:11] [ENGINE - Default]	 SpeechRecognized: 2813,9571ms Text: SARAH quelle heure est il
[13:24:11] [ENGINE - Default]	 recognizer_SpeechHypothesized SARAH => 0,2826957
[13:31:16] [LOGGING]	 STARTING LOGGING
[13:31:16] [INIT]	 ==========================================
[13:31:16] [INIT]	 S.A.R.A.H. => MICRO
[13:31:16] [INIT]	 ==========================================
[13:31:16] [INIT]	 Server: http://127.0.0.1:8080
[13:31:16] [INIT]	 Confidence: 0,65
[13:31:16] [INIT]	 ==========================================
[13:31:16] [INIT]	 Starting Server: http://192.168.1.151:8888/
[13:31:16] [INIT]	 Starting Server: http://127.0.0.1:8888/
[13:31:16] [WATCHER]	 Stop watching
[13:31:16] [GRAMMAR]	 Load file: time.xml : D:\Dev\Dev-O.V.E.R\O.V.E.R\macros\time.xml
[13:31:16] [GRAMMAR]	 Add to context list: time.xml
[13:31:16] [WATCHER]	 Watching directory: macros
[13:31:16] [GRAMMAR]	 Load file: jarvis.xml : D:\Dev\Dev-O.V.E.R\O.V.E.R\plugins\jarvis\jarvis.xml
[13:31:16] [GRAMMAR]	 Add to context list: jarvis.xml
[13:31:16] [WATCHER]	 Watching directory: plugins
[13:31:16] [WATCHER]	 Start watching
[13:31:16] [GRAMMAR]	 Context: default
[13:31:16] [GRAMMAR]	 Context: time.xml, jarvis.xml
[13:31:16] [GRAMMAR]	 File: Load Grammar to Engine
[13:31:17] [GRAMMAR]	 File: Load: time.xml Enabled: True
[13:31:17] [GRAMMAR]	 File: Load Grammar to Engine
[13:31:17] [GRAMMAR]	 File: Load: jarvis.xml Enabled: True
[13:31:17] [ENGINE - File]	 Init recognizer
[13:31:17] [ENGINE - File]	 AudioLevel: 0
[13:31:17] [ENGINE - File]	 MaxAlternates: 1
[13:31:17] [ENGINE - File]	 BabbleTimeout: 00:00:00
[13:31:17] [ENGINE - File]	 InitialSilenceTimeout: 00:00:00
[13:31:17] [ENGINE - File]	 EndSilenceTimeout: 00:00:00.1500000
[13:31:17] [ENGINE - File]	 EndSilenceTimeoutAmbiguous: 00:00:00.5000000
[13:31:17] [GRAMMAR]	 Default: Load Grammar to Engine
[13:31:17] [GRAMMAR]	 Default: Load: time.xml Enabled: True
[13:31:17] [GRAMMAR]	 Default: Load Grammar to Engine
[13:31:17] [GRAMMAR]	 Default: Load: jarvis.xml Enabled: True
[13:31:17] [ENGINE - Default]	 Init recognizer
[13:31:17] [ENGINE - Default]	 AudioLevel: 0
[13:31:17] [ENGINE - Default]	 MaxAlternates: 1
[13:31:17] [ENGINE - Default]	 BabbleTimeout: 00:00:00
[13:31:17] [ENGINE - Default]	 InitialSilenceTimeout: 00:00:00
[13:31:17] [ENGINE - Default]	 EndSilenceTimeout: 00:00:00.1500000
[13:31:17] [ENGINE - Default]	 EndSilenceTimeoutAmbiguous: 00:00:00.5000000
[13:31:17] [ENGINE - Default]	 Start listening
[13:31:17] [ENGINE]	 [Default] AudioFormatPcm channel: 1 AB/S: 32000 B/S: 16
[13:31:17] [ENGINE]	 [Default] level: 0 state: Stopped
[13:31:17] [TTS]	 Add Speaker Device: 0 Product: Haut-parleurs (Périphérique Hig Channels: 2 Playback: True
[13:31:17] [TTS]	 [0]Name: Microsoft Hortense Desktop Culture: fr-FR
[13:31:17] [TTS]	 [0]Name: Microsoft Zira Desktop Culture: en-US
[13:31:17] [TTS]	 [0]Name: ScanSoft Sebastien_Full_22kHz Culture: fr-FR
[13:31:17] [ENGINE]	 Restart timeout: 3600000
[13:31:22] [ENGINE - Default]	 recognizer_SpeechHypothesized OVER => 0,001
[13:31:22] [HTTP]	 Request received: http://127.0.0.1:8888/?tts=initialisation%20termin%C3%A9.%20Bonjours%20monsieur%2C%20que%20puije%20faire%20pour%20vous%3F
[13:31:23] [TTS]	 Try speaking ... initialisation terminé. Bonjours monsieur, que puije faire pour vous?
[13:31:23] [TTS]	 [0] Say: initialisation terminé. Bonjours monsieur, que puije faire pour vous?
[13:31:23] [ENGINE - Default]	 recognizer_SpeechHypothesized OVER affiche => 0,1191457
[13:31:23] [PLAYER]	 [0]Start Player
[13:31:24] [ENGINE - Default]	 recognizer_SpeechHypothesized OVER affiche le => 0,2387983
[13:31:24] [ENGINE - Default]	 recognizer_SpeechHypothesized OVER il est quelle => 0,1700278
